train_n,sample_id,amplitude,damping,frequency,shift,mse
64,573,0.83788181,2.56180923,19.19417334,0.09672363,0.0070279855
64,574,0.90359682,2.73465953,22.95191175,0.31727350,0.0010827005
64,575,0.88576045,3.19255754,22.06814198,0.13316269,0.0012940401
64,576,0.67393449,2.90089720,19.50421296,0.43329166,0.0010218234
64,577,0.70219528,2.68655268,23.19058826,0.22561372,0.0007065459
64,578,0.53010078,2.13590305,19.15010886,0.05920857,0.0013995948
64,579,0.84640845,3.32665089,20.00765903,-0.14311239,0.0007849548
64,580,0.92870650,2.78496886,22.96545533,-0.17866603,0.0030636723
64,581,0.53340358,2.65362244,22.26011658,0.03247828,0.0013779156
64,582,0.84751781,2.32867012,21.34930940,0.23262499,0.0022945785
64,583,0.82667038,2.95907160,22.33671539,-0.31362120,0.0025962222
64,584,0.52473752,2.56458331,19.80253915,0.41008455,0.0033861896
64,585,0.67335173,2.14068826,20.89814626,-0.18965110,0.0056330496
64,586,0.78905950,2.76882543,21.28526128,0.11067420,0.0010336552
64,587,0.81943844,2.08547435,24.76650227,-0.27199008,0.0015652768
64,588,0.88405476,3.83379404,22.28124509,0.20131793,0.0014417703
64,589,0.73266063,2.06377556,21.62147234,-0.42278770,0.0024572509
64,590,0.71612768,2.46334144,24.79389797,0.12009692,0.0014186776
64,591,0.60472064,3.83159866,22.58999843,0.15672507,0.0035056606
64,592,0.93584550,2.56682365,21.20542721,-0.17573364,0.0008764950
64,593,0.82190706,3.10767741,21.68496785,-0.44079368,0.0018283743
64,594,0.89763006,2.46313348,20.70200751,0.08762908,0.0022832819
64,595,0.73664113,2.43973657,20.68123286,0.01731175,0.0025641354
64,596,0.86985736,3.40741809,22.36380957,0.19994221,0.0013763356
64,597,0.61099594,2.74323577,19.47913072,0.45960211,0.0017123061
64,598,0.73882289,2.88450886,20.88805803,-0.23793492,0.0003249051
64,599,0.68669160,2.81869657,22.54900701,0.04879932,0.0009049755
64,600,0.96188302,3.11379328,21.99843196,-0.28793252,0.0009180383
64,601,0.86358345,2.79400307,24.59129350,0.28850025,0.0005913447
64,602,0.71069815,2.24390675,18.98290324,0.29320884,0.0007125376
64,603,0.56236139,2.55657515,22.77376732,0.07230492,0.0010381646
64,604,0.92376083,3.14638207,23.06371416,0.06700941,0.0026403581
64,605,0.50878305,2.38157781,22.78235417,-0.07695327,0.0003979211
64,606,0.82865697,3.93217711,20.72307126,0.35876243,0.0005352312
64,607,0.86479919,2.80305440,20.21610236,0.09650692,0.0014419241
64,608,0.95570817,2.77785760,22.80762540,0.04776911,0.0008125496
64,609,0.83621617,3.01846364,20.16284845,0.12639312,0.0006421542
64,610,0.91413647,3.02510331,23.96060582,0.30775072,0.0007304831
64,611,0.54053337,2.83745841,23.83484575,-0.10559702,0.0010733525
64,612,0.66925296,2.44784920,20.86459407,-0.00469924,0.0024911090
64,613,0.54218611,3.13418701,22.48936018,0.17786851,0.0010173159
64,614,0.65844002,2.69766510,21.58445700,-0.11670256,0.0021884731
64,615,0.86631811,2.71047478,20.61561221,0.44364609,0.0016051170
64,616,0.99268640,2.11420506,24.79813320,0.11935892,0.0016694458
64,617,0.69646542,3.81944613,23.19733240,0.30825135,0.0015140897
64,618,0.63622542,3.60258632,23.83475824,0.12289351,0.0029216934
64,619,0.76872267,2.62183040,21.07252043,0.26950874,0.0022548208
64,620,0.69519254,3.08484484,21.22823865,0.39558628,0.0009462326
64,621,0.84961876,2.73931980,22.26773897,0.22615028,0.0014687033
64,622,0.89621925,3.31949208,21.95162133,0.41910804,0.0015325340
64,623,0.67377067,2.58440028,21.34283863,-0.30487379,0.0024096918
64,624,0.66252845,2.68205951,22.44270143,0.20204215,0.0011861201
64,625,0.78402386,2.98324334,20.96767269,-0.35210577,0.0014542743
64,626,0.74893130,2.79434058,21.97075058,0.44902727,0.0014930873
64,627,0.74037382,2.90393141,21.88720136,0.12893589,0.0010153587
64,628,0.69608528,2.23257861,24.47993362,-0.24083567,0.0006754586
64,629,0.57160675,3.33554899,21.81114109,0.37345504,0.0014597093
64,630,0.84577919,2.93446138,24.34112471,-0.15794458,0.0012355056
64,631,0.90856841,3.12643216,23.14283442,0.09044842,0.0008206318
64,632,0.89631615,3.64166015,20.17139346,0.14912092,0.0009239370
64,633,0.61712653,2.08962431,21.76751647,0.34994200,0.0004984762
64,634,0.80545291,2.87709735,24.74519467,0.30977992,0.0005260902
64,635,0.72796153,2.85800498,20.19835412,-0.01490428,0.0015090887
64,636,0.87044129,3.26084337,21.25151385,0.26839336,0.0011647484
64,637,0.83930061,2.74719823,23.19650098,0.44729942,0.0027798417
64,638,0.96415922,2.32212506,20.04722367,-0.43543876,0.0025140876
64,639,0.66233792,2.85620629,21.49243172,-0.05839888,0.0013771653
64,640,0.79297750,2.39722282,19.75964420,-0.10210264,0.0005075513
64,641,0.67134815,2.17103885,22.68865179,-0.06345460,0.0034280146
64,642,0.97388730,2.71693265,24.21059200,-0.12417699,0.0017344088
64,643,0.84212317,2.83748124,19.91361703,0.40736886,0.0005260437
64,644,0.75271824,3.42430901,22.63440394,0.17549372,0.0014064373
64,645,0.64198001,2.99672993,21.51013438,0.20015649,0.0008015613
64,646,0.99189041,3.78745346,24.96615544,0.14164817,0.0010420287
64,647,0.78091730,3.12014512,23.22338101,-0.43241241,0.0005962760
64,648,0.84310424,2.80540211,24.64244786,0.25215438,0.0056805596
64,649,0.83125681,2.20455142,20.61141268,0.04248876,0.0004243765
64,650,0.71732141,3.04565115,20.94703806,0.21061437,0.0006359478
64,651,0.84875147,2.39046049,22.51665810,0.14621281,0.0018013010
64,652,0.75243250,3.42633721,20.09438603,0.09249901,0.0003845815
64,653,0.85955796,3.74632249,19.34787324,0.01140311,0.0019976831
64,654,0.86755358,3.64782299,21.42261132,0.45286201,0.0004598062
64,655,0.90318470,2.66941332,21.02682118,0.43209838,0.0017807731
64,656,0.84211863,2.77392600,20.50399202,0.15356168,0.0008321706
64,657,0.74228834,2.31856409,22.17663317,0.06013513,0.0012782664
64,658,0.72283568,2.31528398,20.99303055,-0.19024576,0.0006505957
64,659,0.80580915,2.72126462,23.62939752,0.23517041,0.0007390637
64,660,0.88599327,2.61204927,20.98299060,0.10055103,0.0005518033
64,661,0.99108477,3.01348245,22.09178796,0.01654040,0.0017087471
64,662,0.51439493,2.35684195,22.76091700,0.09261699,0.0007854294
64,663,0.73910031,2.80497517,22.30166344,-0.19991665,0.0001298520
64,664,0.83621504,2.59767658,23.31847588,-0.16428451,0.0008301203
64,665,0.70432955,2.35636434,20.91600670,0.31747544,0.0013851388
64,666,0.80490932,3.13386816,21.58027689,-0.01935990,0.0020748822
64,667,0.75841765,2.49770429,21.46779299,0.45852396,0.0014368637
64,668,0.81647205,2.41964306,22.88392461,-0.16443171,0.0010604180
64,669,0.88725177,2.21663114,22.85048144,-0.35461025,0.0009627943
64,670,0.68435333,2.25288468,21.99883107,-0.45582062,0.0014026186
64,671,0.73909312,2.78211997,22.54960866,0.36765768,0.0015455925
64,672,0.71083074,3.27935944,23.54428476,-0.18579062,0.0009853488
64,673,0.69877068,2.32362494,22.39437179,-0.00369533,0.0008984809
64,674,0.73856719,3.82446196,24.62453848,0.28127188,0.0017713382
64,675,0.65722332,2.20048641,20.29824499,0.16715737,0.0020791340
64,676,0.85952505,3.90706871,25.00350914,-0.45885105,0.0013723934
64,677,0.72913416,2.88415568,20.19355567,0.23402275,0.0024474526
64,678,0.75073406,2.75927487,20.69399565,-0.37587054,0.0018047599
64,679,0.92855817,2.11533201,22.74300833,-0.46083472,0.0004606834
64,680,0.61650733,2.46254768,22.07105849,0.24699519,0.0011899965
64,681,0.91567720,2.65136575,21.54849283,0.20490152,0.0012947383
64,682,0.56184587,3.18865540,22.64802901,-0.13037547,0.0024629533
64,683,0.56390242,2.49570411,22.60726454,0.34677599,0.0007460774
64,684,0.73960961,2.53360613,23.12913842,-0.38103435,0.0004561841
64,685,0.57873602,3.68423284,19.90624269,-0.14027359,0.0023986246
64,686,0.84290397,2.81876795,21.45387981,0.44929492,0.0020542623
64,687,0.64287659,2.24135670,20.39168253,-0.47186674,0.0014035597
64,688,0.88570075,2.35654193,21.49259284,0.20578018,0.0017481832
64,689,0.58057201,2.23094404,21.17753786,-0.06607026,0.0006391626
64,690,0.73366573,3.39736970,21.57203972,0.06646164,0.0012562625
64,691,0.91766507,2.66288165,21.39318657,0.01992081,0.0014011773
64,692,0.67493162,2.64036281,23.18510979,0.31757125,0.0010302808
64,693,0.70889291,3.51578397,20.08040356,-0.07402341,0.0007314883
64,694,0.70533907,3.54982936,23.29158430,-0.41986728,0.0010389493
64,695,0.90839212,2.45929043,22.60730836,0.25568120,0.0009343301
64,696,0.77333450,2.66916116,20.60049323,0.35611736,0.0022972854
64,697,0.94073921,3.53757873,20.79792066,-0.13905331,0.0015504307
64,698,0.84370811,2.34782479,21.27902667,0.05872439,0.0012751646
64,699,0.87804577,2.38839805,22.67107162,0.33737818,0.0003603547
64,700,0.75258085,3.68337920,21.55091786,-0.16485500,0.0010150914
64,701,0.85094015,2.58951007,21.89323157,0.07632015,0.0022158580
64,702,0.78664487,2.52034897,21.98710357,0.03055072,0.0009852277
64,703,0.90621395,3.93214795,20.32694900,0.32449997,0.0012076134
64,704,0.82880864,2.83296633,20.79748876,-0.30227758,0.0022751846
64,705,0.97469323,2.28425201,22.01721340,0.28799374,0.0006248177
64,706,0.75818269,2.55048963,21.20035357,-0.20717641,0.0005355440
64,707,0.65919359,2.06604071,23.03273809,0.48682959,0.0014545716
64,708,0.71958826,2.33824935,21.61386601,-0.32368142,0.0019905092
64,709,0.73540101,2.27376409,20.20446862,0.18323263,0.0019538682
64,710,0.89894668,3.33367511,21.50797041,-0.39920776,0.0010553953
64,711,0.81351195,2.72829838,21.73289086,0.23323452,0.0007110875
64,712,0.80070277,2.72328706,22.08698334,-0.12172625,0.0043495321
64,713,0.74936390,2.15112304,21.81922049,0.14602884,0.0005857549
64,714,0.74526732,2.67589510,20.04655433,0.43262359,0.0014052616
64,715,0.90174086,2.38778208,22.81650281,0.10253786,0.0009336290
64,716,0.58589286,3.63341778,23.76610106,0.38571540,0.0055814404
64,717,0.73120399,3.25708434,24.08044528,-0.38129542,0.0022136665
64,718,0.73996845,2.79452183,24.63583719,0.14324654,0.0003913661
64,719,0.76400143,2.97000328,21.00221782,0.27359265,0.0017551148
64,720,0.77519369,2.53617997,23.76741245,0.03077935,0.0007895551
64,721,0.81592449,2.87121013,21.72274719,0.24445775,0.0024041965
64,722,0.70691716,2.75454602,22.82655832,0.40865996,0.0011982913
64,723,0.84887295,2.89058983,21.60078563,-0.09591820,0.0006364496
64,724,0.89710852,2.77681280,19.65922745,-0.09935503,0.0030491003
64,725,0.74804838,3.62283435,22.86343311,0.02083146,0.0021544196
64,726,0.90303214,2.03972460,19.40584282,0.09022159,0.0007272792
64,727,0.80283974,2.27351992,19.13576165,-0.29509608,0.0011468736
64,728,0.93092467,3.25863286,21.97522763,-0.29525988,0.0006847824
64,729,0.90090876,3.62290163,21.49333543,0.09737969,0.0019449361
64,730,0.79770467,3.10058875,21.93174630,0.21238788,0.0011241559
64,731,0.69825881,2.27484660,22.95951011,0.24472321,0.0008632966
64,732,0.72719089,2.85631083,22.01530575,0.32857493,0.0007141761
64,733,0.61352865,2.88164027,23.49973637,-0.09993273,0.0022175019
64,734,0.63177746,2.27036629,21.96371462,-0.15301400,0.0003470425
64,735,0.99762895,2.47294424,21.42372817,-0.03286567,0.0006180919
64,736,0.79453348,2.18574617,20.25872128,-0.37705654,0.0020258045
64,737,0.79405258,3.02233209,21.57660936,0.29234384,0.0016681692
64,738,0.82648554,3.76395783,21.90928221,-0.06888794,0.0007984244
64,739,0.81662801,2.83057615,20.21986859,0.27514464,0.0008024915
64,740,0.74255996,2.35360159,22.81670042,0.32921145,0.0018962336
64,741,0.79357072,2.57390598,22.35952371,-0.08301291,0.0005353479
64,742,0.82712188,2.43351437,21.67277568,0.45030774,0.0024315481
64,743,0.66142047,2.35777316,21.67424233,0.01473264,0.0011476617
64,744,0.84745074,3.11342380,24.03953115,0.37215258,0.0009470276
64,745,0.52787878,3.89367262,19.73163934,0.43153673,0.0011061029
64,746,0.94943625,2.71327761,23.24638859,0.22844247,0.0013990560
64,747,0.72398239,2.79800909,21.57010596,0.08259413,0.0013657470
64,748,0.88670222,2.61913270,23.47136317,0.32529506,0.0013448591
64,749,0.84780887,2.49821107,21.62370363,0.34576847,0.0008539754
64,750,0.97474245,3.45205759,24.17425762,-0.31745859,0.0013484392
64,751,0.84469991,2.16294231,21.95419983,0.06375928,0.0019322857
64,752,0.51137200,2.29174525,21.18953452,-0.30297118,0.0030120364
64,753,0.58953566,3.20346050,20.79579380,0.02607046,0.0008511102
64,754,0.62741906,2.48161247,22.62761172,-0.03571602,0.0027873453
64,755,0.65255411,3.11168440,21.26856581,0.34938325,0.0013132422
64,756,0.89278562,2.37471521,22.17432538,-0.07204416,0.0003390180
64,757,0.76637084,2.35738704,20.21249600,-0.09322531,0.0010207416
64,758,0.58203239,2.26293222,21.52532547,0.17157989,0.0062963714
64,759,0.87148702,3.01456864,24.21694424,-0.18037705,0.0004179324
64,760,0.78971043,3.76825404,20.11556398,-0.09478494,0.0010399003
64,761,0.78941488,3.91815155,21.54729536,-0.47671150,0.0009862784
64,762,0.74309814,2.26962949,22.69623241,-0.37527356,0.0004488385
64,763,0.75533324,3.84192928,24.48864313,0.22026940,0.0022192788
64,764,0.51149904,3.59264950,23.93521806,0.46204620,0.0012396553
64,765,0.80491547,2.66222692,23.74075316,-0.38264833,0.0006242547
64,766,0.73714998,2.24265968,22.61958347,-0.23037069,0.0019006227
64,767,0.71084478,2.49990659,19.58149030,0.30953384,0.0031409311
64,768,0.99628830,2.14559261,20.00626509,-0.10807132,0.0017269957
64,769,0.89500163,3.80741754,22.02859676,-0.03665839,0.0006544121
64,770,0.85561886,2.01402429,20.65329560,0.00238010,0.0013602675
64,771,0.65065190,2.17712777,22.26858810,0.19631635,0.0009280514
64,772,0.64216758,2.04903879,23.59574520,0.16384155,0.0007645563
64,773,0.72674946,3.17491484,22.21185604,0.24317881,0.0030713789
64,774,0.57003765,2.12704060,20.76395310,-0.03014671,0.0022328526
64,775,0.68996130,2.27704129,19.86921394,-0.26423701,0.0010264059
64,776,0.73814498,2.51236619,21.03272713,-0.14236373,0.0015346819
64,777,0.66581759,2.81917348,21.19986193,-0.31192763,0.0003996374
64,778,0.71624185,2.66403797,23.70293033,0.25121344,0.0017143085
64,779,0.80234283,2.88170296,22.79604080,0.09875562,0.0017664317
64,780,0.87347166,2.14586283,23.81042704,0.33425680,0.0007106998
64,781,0.92311731,3.81647812,21.52362843,-0.42491597,0.0008401949
64,782,0.78917130,3.27127065,22.14088318,0.16362665,0.0021301959
64,783,0.72751063,3.81615888,21.64338094,0.00356707,0.0033508764
64,784,0.89922001,3.29912561,20.65540111,0.05003584,0.0008893509
64,785,0.61274278,3.66114434,22.83255156,0.41999109,0.0002669143
64,786,0.77926369,2.44989569,21.98549166,0.18162571,0.0009338933
64,787,0.58203376,3.15968395,19.97254321,0.42557464,0.0030149510
64,788,0.82849467,3.23085439,22.59866167,0.04187728,0.0022459585
64,789,0.88533708,2.01084385,22.08200963,0.15042746,0.0021866668
64,790,0.76057949,2.12026186,19.00612730,-0.25183444,0.0009857873
64,791,0.97979621,3.21881631,20.15446039,0.28909204,0.0009293159
64,792,0.87869565,2.27784082,20.39090296,-0.08473004,0.0008111653
64,793,0.93785743,2.74586702,20.24998679,0.30619302,0.0010578348
64,794,0.73354126,3.47869920,20.54803787,-0.20753055,0.0004688643
64,795,0.80777448,3.32502612,21.84501797,0.33100060,0.0008414329
64,796,0.68591751,3.20799962,22.06114381,-0.35714246,0.0006728939
64,797,0.85350900,2.20452075,20.79698409,0.34456793,0.0006284687
64,798,0.65603345,3.12244554,23.53029748,0.07168069,0.0010367569
64,799,0.83200023,3.26117767,23.86052743,-0.29622258,0.0014207919
64,800,0.99186000,2.72141325,21.04967389,0.07384791,0.0007696360
64,801,0.82451577,2.21383182,22.09249680,-0.04165863,0.0005102633
64,802,0.57606550,2.40403302,21.14212970,0.24906275,0.0020144915
64,803,0.78980719,2.89094745,20.94567355,-0.10800072,0.0016706638
64,804,0.58728612,2.28676124,21.22586486,0.35658956,0.0012676292
64,805,0.87503622,2.64701245,20.78754277,0.32409710,0.0017327895
64,806,0.97597211,2.60119835,23.01117094,0.49786978,0.0007540754
64,807,0.95053015,2.24193349,22.42228455,-0.37642626,0.0018683564
64,808,0.79163793,2.41335349,23.06326555,0.17087869,0.0015309830
64,809,0.94649174,2.53208370,21.30585473,0.35875292,0.0017720440
64,810,0.60959523,2.00867413,21.99243616,0.00044155,0.0008906445
64,811,0.58882248,2.11328800,23.10226986,0.31620621,0.0016178388
64,812,0.91341507,2.66277993,21.96435923,-0.00713462,0.0011083301
64,813,0.73652057,2.48650268,21.54837679,0.07641146,0.0007423678
64,814,0.65745132,3.47978377,23.91212422,0.16471891,0.0010063267
64,815,0.83104268,2.81220757,23.82809858,0.07225905,0.0011352456
64,816,0.75388680,3.76063219,22.48323415,0.40405976,0.0004476645
64,817,0.69906253,2.85085798,23.05248602,-0.28232335,0.0009904830
64,818,0.87424084,2.64952691,24.43383599,0.16736061,0.0024279291
64,819,0.90752027,3.95486061,22.24626886,0.28551466,0.0013936166
64,820,0.69706029,3.21191383,20.83477979,0.34857969,0.0028876405
64,821,0.77706179,3.60699491,20.69855481,0.32131092,0.0006882735
64,822,0.64444804,2.27109424,22.31701015,-0.01410192,0.0007647216
64,823,0.88461046,2.42134193,23.39903325,0.42001219,0.0006467119
64,824,0.70140400,2.01053695,19.07279846,0.30860178,0.0018651954
64,825,0.68432201,2.78865493,18.90454307,-0.40398835,0.0004136790
64,826,0.93444764,2.60387156,19.16839326,0.25336548,0.0017537577
64,827,0.75527607,3.03264383,22.17051035,0.14100448,0.0015856045
64,828,0.54987556,2.13319580,22.68116040,0.23120841,0.0010914058
64,829,0.94704425,2.73548584,23.02065980,0.23300487,0.0017277732
64,830,0.95890229,2.23976313,21.82512220,0.23671891,0.0007849865
64,831,0.85134970,2.67945794,22.70699630,-0.40189075,0.0015306095
64,832,0.78527355,2.15015718,21.13492995,-0.43643587,0.0030425258
64,833,0.92906044,2.03807510,22.52628909,0.26161093,0.0023952189
64,834,0.78017836,2.43107436,19.83704591,-0.35619412,0.0021893188
64,835,0.75908978,2.07029835,19.83562350,-0.34921527,0.0012276915
64,836,0.57156420,2.15955395,24.11565500,-0.09921685,0.0033382239
64,837,0.83841118,2.68322038,22.85367548,0.20782835,0.0005251552
64,838,0.91631116,2.37986107,23.16466191,-0.34099205,0.0016617895
64,839,0.85888913,2.12937278,20.81094844,-0.43759924,0.0005382761
64,840,0.68874819,2.46586800,20.27771002,-0.05618038,0.0004059144
64,841,0.97835250,3.28221231,22.83704041,-0.04493192,0.0010744812
64,842,0.99014159,3.31001287,23.19158828,0.04063744,0.0014122699
64,843,0.78420983,2.27719882,23.59170191,-0.15004233,0.0008436616
64,844,0.90764591,2.84814257,22.16917774,-0.14139274,0.0014749886
64,845,0.91527388,3.06214873,22.51028762,-0.14484156,0.0011448926
64,846,0.80704474,2.65834942,22.56207501,0.10924518,0.0010878820
64,847,0.71706621,2.84818194,21.60403308,0.35098873,0.0019071779
64,848,0.87854024,2.54178653,20.16973846,0.02436327,0.0004827300
64,849,0.83273778,3.07761920,24.21738402,0.28562359,0.0016896702
64,850,0.62874524,3.07412324,21.19145748,0.25691702,0.0008651754
64,851,0.71009384,2.88897613,24.98833137,0.34890698,0.0002591447
64,852,0.65681662,3.97831952,22.21266768,0.45983744,0.0015026853
64,853,0.77523109,2.19981563,22.34515862,0.32567271,0.0009161447
64,854,0.65969396,2.35287082,19.88708695,-0.13494028,0.0006159018
64,855,0.71810840,2.84202503,19.95064398,0.00250598,0.0010987200
64,856,0.83232547,3.43147397,20.61198746,-0.32658134,0.0008494636
64,857,0.83329228,3.48440005,21.43694279,0.03540046,0.0047402797
64,858,0.79903713,3.90481368,21.17778143,0.27928619,0.0021532175
64,859,0.89500691,3.77457980,22.92620225,-0.47439504,0.0017441940
64,860,0.81479899,3.57110672,22.55048426,-0.19503484,0.0011512953
64,861,0.78760718,2.05010826,21.64705522,0.16482029,0.0007578045
64,862,0.73767761,2.86069587,24.81977208,0.18156845,0.0012593875
64,863,0.77320518,2.57701576,22.70689209,0.01008228,0.0016033745
64,864,0.97885858,2.73521260,22.14804598,0.13786707,0.0009380175
64,865,0.72465252,3.17968710,22.86042154,0.48073554,0.0003804938
64,866,0.89029177,2.80003509,24.10225590,0.26654633,0.0011582334
64,867,0.74256370,2.01407060,22.68689822,-0.25914135,0.0009834658
64,868,0.73636358,2.74276697,23.04511565,0.20309248,0.0018902746
64,869,0.62920819,2.83065949,21.05634774,-0.10623859,0.0015350678
64,870,0.97777087,2.47466248,19.26662505,0.08441339,0.0013307107
64,871,0.75380511,2.25084229,21.14391100,0.42680107,0.0007493077
64,872,0.67194361,3.55620694,22.78754040,0.19564281,0.0006933236
64,873,0.64199017,2.79133390,19.07025170,-0.29139968,0.0017274222
64,874,0.87312677,3.24843023,21.58536482,0.44798186,0.0009748991
64,875,0.86939272,3.06367046,21.94270131,0.09360304,0.0005458244
64,876,0.56218934,2.67341169,21.24027459,0.34256384,0.0014315843
64,877,0.64085731,2.49237875,22.17468224,0.18922511,0.0017238567
64,878,0.63275550,3.27740831,23.17423189,-0.09268453,0.0012910857
64,879,0.68214987,2.27129781,20.72178022,0.03307063,0.0020805363
64,880,0.69907178,2.84596537,22.49918737,0.40141065,0.0010019028
64,881,0.81401877,3.09251787,20.84376909,0.29344497,0.0017838465
64,882,0.79040135,3.52646062,20.33963018,0.42552131,0.0026429292
64,883,0.61005874,3.06368270,24.84813005,0.21722447,0.0011785672
64,884,0.86997943,2.43162793,21.34257505,0.21760268,0.0009870091
64,885,0.51307542,2.58335178,23.08232671,-0.00957295,0.0011654860
64,886,0.56826720,3.53865414,21.87768085,-0.48664156,0.0010698815
64,887,0.84144772,2.50073411,21.14643322,0.34341404,0.0007497919
64,888,0.73852136,2.91884889,24.95943722,0.14761695,0.0011474195
64,889,0.68989413,2.50590893,19.67384677,-0.31794897,0.0010260650
64,890,0.76981893,2.16349931,21.03294213,-0.00653702,0.0003804564
64,891,0.96476793,2.43013320,24.24329923,0.38628544,0.0013357639
64,892,0.95554953,2.20683866,20.53934788,0.29665788,0.0008007942
64,893,0.66060740,2.59025161,23.00774488,0.39848531,0.0016564929
64,894,0.90660911,3.92390210,19.68037059,0.17899287,0.0009184022
64,895,0.65347042,2.10567623,21.28452657,-0.03917389,0.0018247181
64,896,0.71826658,3.29535089,24.73678430,0.47869175,0.0011061688
64,897,0.57880248,2.15121702,21.99447833,-0.29917435,0.0027294073
64,898,0.94715734,2.57225330,23.85577118,-0.41466240,0.0009083569
64,899,0.85475152,2.89498357,21.87516800,0.15204280,0.0009899301
64,900,0.99381059,3.72543136,21.50523818,0.49034450,0.0013919092
64,901,0.69701203,2.47359335,21.41373270,-0.29318121,0.0009050453
64,902,0.73629155,3.18738763,19.04244780,0.34485286,0.0010941068
64,903,0.81047090,2.42411903,20.69953065,-0.13486918,0.0032214185
64,904,0.57652355,2.59913517,21.51370390,0.40543019,0.0019506958
64,905,0.87058893,3.47472897,19.00954370,0.44464542,0.0009703632
64,906,0.82301645,2.55204159,21.17227320,0.36622236,0.0009737772
64,907,0.84011570,2.29022087,24.48967808,-0.16476715,0.0038514628
64,908,0.75740203,2.61114307,23.20633756,-0.07739971,0.0009088997
64,909,0.99953857,3.10891175,21.88583211,-0.41528666,0.0013787802
64,910,0.94027437,2.99361146,22.29232538,0.18704027,0.0014463244
64,911,0.87229489,2.22791784,23.00991689,0.26658455,0.0009136936
64,912,0.89271460,3.42837003,21.22092522,0.15366447,0.0006637903
64,913,0.70386942,3.80846257,20.51272487,-0.01249206,0.0006815391
64,914,0.85982643,2.54334034,20.89326233,-0.14159398,0.0005924008
64,915,0.81408312,2.89344662,21.40764152,0.27565138,0.0018513931
64,916,0.78123604,3.75760339,21.19483735,-0.36114975,0.0015145910
64,917,0.80118109,3.36213159,22.87174590,-0.38049457,0.0013594268
64,918,0.96687663,2.68522109,23.47250524,0.35028050,0.0011172299
64,919,0.93865809,2.84814001,22.09765151,-0.06390634,0.0006491695
64,920,0.79124243,2.24455501,22.34290061,0.35327446,0.0022337797
64,921,0.88752230,2.22118677,21.90891685,0.21480103,0.0021519478
64,922,0.69041944,2.74677019,20.77854642,-0.15973353,0.0017266088
64,923,0.84993087,2.72202066,23.64282574,0.43289553,0.0009274820
64,924,0.93285277,2.72543991,22.98295174,0.02065234,0.0027015460
64,925,0.93853313,2.83804243,22.52354979,-0.03654860,0.0015286428
64,926,0.88345032,2.15805628,24.19614223,0.34785564,0.0016277149
64,927,0.80995069,3.94465297,22.44114004,-0.09790650,0.0004844288
64,928,0.93158022,2.27686345,23.96143348,0.14529841,0.0012136735
64,929,0.73161367,3.17598556,24.93008656,0.45847710,0.0011030704
64,930,0.83575481,2.14078689,23.64581876,0.40942901,0.0011279994
64,931,0.86857838,2.38652661,19.30481053,0.27342547,0.0013359023
64,932,0.94285097,3.10716900,23.00060597,0.06086791,0.0037154371
64,933,0.61219433,3.06502990,21.83082176,0.21742765,0.0013575876
64,934,0.77803768,2.69204601,18.90302553,-0.05360001,0.0018927664
64,935,0.79607932,3.01241321,19.45183106,-0.04697435,0.0011283656
64,936,0.60908240,2.43426479,23.23297853,0.36703600,0.0008289287
64,937,0.86832992,2.49519846,24.20982117,-0.13478326,0.0010846617
64,938,0.97690971,3.42067375,22.04597472,0.00660123,0.0008094880
64,939,0.62629581,2.89640536,21.63402981,0.38768486,0.0018135424
64,940,0.88432853,2.36018668,18.95266921,0.42993074,0.0017479826
64,941,0.62397957,2.40517476,21.51006437,0.09145335,0.0009874092
64,942,0.57298720,2.25579154,21.88428122,-0.29602471,0.0030766496
64,943,0.97818388,2.32042356,21.40395261,-0.48177689,0.0022741153
64,944,0.57550106,2.26503320,22.57298698,-0.04501968,0.0009871308
64,945,0.69018969,2.94604969,19.25155675,0.36158250,0.0008821969
64,946,0.50805678,2.84070849,22.67161250,-0.26757904,0.0017726520
64,947,0.68592634,2.62931304,21.86005998,-0.02003527,0.0062483669
64,948,0.65538424,3.85362870,19.86633656,-0.12673949,0.0011952898
64,949,0.67403729,3.44189078,20.50842290,0.10883045,0.0025318625
64,950,0.51028960,2.20142459,23.31870303,-0.33007296,0.0022182928
64,951,0.59604976,3.73153756,21.76742607,0.05312724,0.0007835463
64,952,0.52868611,3.33514804,19.90488777,0.18164362,0.0023016937
64,953,0.82079222,3.12227169,20.26747177,0.34002143,0.0009088828
64,954,0.99748199,3.15185019,19.23295469,0.27722900,0.0005758132
64,955,0.78302302,2.93625371,21.84265638,-0.48360220,0.0011614648
64,956,0.79524732,2.52139653,21.49370099,0.05596193,0.0020745372
64,957,0.64854538,2.93664079,20.82925655,0.13903228,0.0021388917
64,958,0.72407334,2.46985856,21.74103131,0.43853260,0.0017954796
64,959,0.76429269,2.10994727,20.96581373,0.34268031,0.0015598032
64,960,0.83528237,2.75455010,25.06868075,-0.49880625,0.0005961889
64,961,0.81495629,2.66790647,22.99774520,-0.01089249,0.0012521989
64,962,0.86422393,2.50800984,21.54630021,0.27754849,0.0015786860
64,963,0.75451910,2.60232268,21.22023667,-0.20949995,0.0004416427
64,964,0.54488157,2.60863674,22.51333193,0.06969224,0.0015165328
64,965,0.82442280,3.74173494,20.01859991,0.34698988,0.0006890533
64,966,0.84617393,3.50027382,23.62415561,-0.09014626,0.0010084595
64,967,0.84078155,2.10734475,21.81372528,0.07977174,0.0011082492
